chkHibernation	Spegne l'ibernazione e libera sul disco C: uno spazio pari a gran parte della RAM.	Turns off hibernation and frees space on C: roughly equal to most of your RAM.
chkS0Sleep	In sospensione il PC non resta collegato a internet. Consuma meno e non si sveglia da solo.	While asleep the PC stays offline. Uses less power and does not wake by itself.
chkS3Sleep	Usa la sospensione classica al posto di quella moderna. Il portatile non si scalda nello zaino.	Uses classic sleep instead of modern standby. The laptop does not heat up in your bag.
chkGpuTdr	Dà alla scheda video più tempo prima che Windows la riavvii. Meno schermi neri durante carichi pesanti.	Gives the graphics card more time before Windows resets it. Fewer black screens under heavy load.
chkGpuMsi	Cambia il modo in cui la scheda video segnala al processore. Può ridurre la latenza.	Changes how the graphics card signals the processor. Can reduce latency.
chkNvTelemetry	Ferma l'invio dei dati di utilizzo a NVIDIA. Meno processi in background.	Stops usage data being sent to NVIDIA. Fewer background processes.
chkNvGfe	GeForce Experience non parte più da solo all'avvio. Avvio più leggero.	GeForce Experience no longer starts by itself. A lighter startup.
chkNvPerfMode	La scheda NVIDIA resta alla massima frequenza. Prestazioni costanti, consumi più alti.	Keeps the NVIDIA card at full clock speed. Steady performance, higher power draw.
chkNvUpdates	Il driver NVIDIA non controlla più da solo gli aggiornamenti.	The NVIDIA driver no longer checks for updates on its own.
chkAmdUx	Ferma l'invio dei dati di utilizzo ad AMD.	Stops usage data being sent to AMD.
chkAmdBloat	Evita che i programmi accessori AMD partano con Windows. Avvio più leggero.	Keeps AMD companion programs from starting with Windows. A lighter startup.
chkIntelBloat	I servizi accessori della grafica Intel partono solo quando servono.	Intel graphics companion services start only when needed.
chkSvcSysMain	Windows smette di precaricare in memoria le app che usi spesso. Utile su SSD veloci, dove non serve.	Windows stops preloading your frequent apps into memory. Useful on fast SSDs, where it is not needed.
chkSvcDiag	Ferma i servizi che analizzano problemi e prestazioni in background.	Stops the services that analyse problems and performance in the background.
chkSvcErrors	Ferma il servizio che raccoglie e invia i rapporti di errore.	Stops the service that collects and sends error reports.
chkSvcPca	Ferma il servizio che controlla la compatibilità dei vecchi programmi.	Stops the service that checks old programs for compatibility.
chkSvcDiscovery	Il PC smette di cercare dispositivi sulla rete locale. Meno traffico, ma stampanti e TV di rete potrebbero non comparire.	The PC stops searching for devices on the local network. Less traffic, but network printers and TVs may not show up.
chkSvcSensors	Ferma i servizi di sensori e posizione. Utile sui PC fissi, che non li hanno.	Stops sensor and location services. Useful on desktops, which do not have them.
chkSvcSmartCard	Ferma i servizi per le smart card. Non servono se non usi lettori di tessere.	Stops smart card services. Not needed if you do not use card readers.
chkSvcParental	Ferma controllo genitori e programma Insider. Non servono su un PC personale.	Stops parental controls and the Insider program. Not needed on a personal PC.
chkSvcHyperV	Ferma i servizi delle macchine virtuali. Tienili se usi Hyper-V, WSL o l'emulatore Android.	Stops virtual machine services. Keep them if you use Hyper-V, WSL or the Android emulator.
chkSvcPrint	Ferma il servizio di stampa. Da usare solo se non stampi mai da questo PC.	Stops the print service. Only if you never print from this PC.
chkSvcSearch	Ferma l'indicizzazione dei file. Meno lavoro del disco, ma la ricerca diventa lenta.	Stops file indexing. Less disk work, but search becomes slow.
chkSvcRemote	Ferma Desktop remoto e accesso remoto al registro. Più sicurezza se non ti colleghi da fuori.	Stops Remote Desktop and remote registry access. More security if you never connect from outside.
chkSvcBiometric	Ferma impronta e riconoscimento del volto. Da evitare se accedi con Windows Hello.	Stops fingerprint and face recognition. Avoid it if you sign in with Windows Hello.
chkSvcTouch	Ferma penna e tastiera virtuale. Da evitare su tablet e portatili touch.	Stops pen and the on-screen keyboard. Avoid it on tablets and touch laptops.
chkTaskExtra	Spegne una ventina di attività automatiche di Microsoft che non servono. Meno lavoro nascosto.	Turns off about twenty automatic Microsoft tasks you do not need. Less hidden work.
chkTaskMaint	Windows non avvia più la manutenzione automatica di notte. Il PC non si sveglia e non rallenta a sorpresa.	Windows no longer runs automatic maintenance at night. The PC does not wake up or slow down unexpectedly.
chkTaskDefrag	Ferma l'ottimizzazione automatica dei dischi. Sugli SSD va poi fatta a mano dalla pagina Archiviazione.	Stops automatic drive optimization. On SSDs it then has to be run by hand from the Storage page.
chkPrefetch	Windows smette di preparare in anticipo i file dei programmi. Meno scritture sugli SSD.	Windows stops preparing program files in advance. Fewer writes on SSDs.
chkFth	Windows smette di applicare correzioni automatiche ai programmi che si bloccano. Comportamento più prevedibile.	Windows stops applying automatic fixes to programs that crash. More predictable behaviour.
chkAppCompat	Spegne i controlli di compatibilità sui programmi. Avvio dei programmi un po' più rapido.	Turns off compatibility checks on programs. Programs start slightly faster.
chkSvcHostSplit	Raggruppa i servizi di Windows in meno processi. Meno memoria usata e un Gestione attività più leggibile.	Groups Windows services into fewer processes. Less memory used and a tidier Task Manager.
chkMemCompression	Windows smette di comprimere la memoria. Meno lavoro del processore, ma serve molta RAM.	Windows stops compressing memory. Less processor work, but you need plenty of RAM.
chkWuNoReboot	Gli aggiornamenti non riavviano più il PC mentre lo usi.	Updates no longer restart the PC while you are using it.
chkWuDefer	Le nuove versioni di Windows arrivano dopo un anno, quando sono già stabili. Le patch di sicurezza continuano ad arrivare.	New Windows versions arrive after a year, once they are stable. Security patches keep coming.
chkWuNoStore	Le app dello Store non si aggiornano più da sole in background.	Store apps no longer update themselves in the background.
chkBootQuiet	Avvio senza logo animato. Schermata più pulita e avvio un filo più rapido.	Starts without the animated logo. A cleaner screen and a slightly faster boot.
chkBootMenu	Rimette il menu di avvio classico, che permette di entrare in modalità provvisoria con F8.	Brings back the classic boot menu, which lets you enter Safe Mode with F8.
chkBootTimeout	Se hai più sistemi installati, il PC parte subito senza aspettare nel menu di scelta.	If several systems are installed, the PC starts right away without waiting in the choice menu.
chkBootDynTick	Il processore tiene un ritmo di sistema costante. Su alcuni PC abbassa la latenza, su altri no: va provato.	The processor keeps a constant system tick. On some PCs it lowers latency, on others it does not: test it.
chkBootTsc	Rende più precisa la misura del tempo tra i core del processore. Può migliorare la fluidità: va provato.	Makes timekeeping across processor cores more precise. Can improve smoothness: test it.
chkAppxBloat	Rimuove app preinstallate come notizie, meteo, mappe e Skype. Più spazio e menu Start più ordinato.	Removes preinstalled apps such as news, weather, maps and Skype. More space and a tidier Start menu.
chkAppxXbox	Rimuove le app Xbox e l'overlay di gioco. Da evitare se usi Game Pass.	Removes Xbox apps and the game overlay. Avoid it if you use Game Pass.
chkAppxProvision	Le app rimosse non ricompaiono quando si crea un nuovo utente.	Removed apps do not come back when a new user is created.
chkSecSmartScreen	Spegne il controllo dei file scaricati. Nessun avviso all'apertura, ma nessuna protezione da file pericolosi.	Turns off the check on downloaded files. No warnings when opening them, but no protection from dangerous files.
chkSecSpectre	Toglie le protezioni contro alcune falle dei processori. Più prestazioni, soprattutto sulle CPU vecchie, ma meno sicurezza.	Removes protections against some processor flaws. More performance, especially on older CPUs, but less security.
chkSecDefenderIdle	L'antivirus fa le scansioni solo a computer fermo e senza appesantirlo. La protezione in tempo reale resta attiva.	The antivirus scans only when the computer is idle and without weighing it down. Real-time protection stays on.
chkRestorePoint	Crea un punto di ripristino prima di applicare. Se qualcosa non va, torni indietro da Ripristino configurazione di sistema.	Creates a restore point before applying. If something goes wrong, you can go back with System Restore.
chkAmdUlps	Impedisce alla scheda AMD di spegnersi quando è a riposo. Frequenze pronte e niente micro-scatti al risveglio, consumi un po' più alti.	Stops the AMD card from powering down when idle. Clocks stay ready and no micro-stutter on wake-up, slightly higher power draw.
chkMenuSleep	Mostra o nasconde Sospendi nel menu di spegnimento di Start. Il cambio vale subito.	Shows or hides Sleep in the Start power menu. The change applies immediately.
chkMenuHibernate	Mostra o nasconde Iberna nel menu di spegnimento di Start. Se l'ibernazione era spenta, viene riattivata.	Shows or hides Hibernate in the Start power menu. If hibernation was off, it is turned back on.
chkNvP2	Il driver non abbassa più le frequenze della memoria quando parte un programma CUDA. Rendering e calcolo più veloci.	The driver stops lowering memory clocks when a CUDA program starts. Faster rendering and compute.
chkNvDrsPower	La scheda resta alle frequenze alte invece di rallentare tra un fotogramma e l'altro. Meno cali di FPS.	The card stays at high clocks instead of slowing between frames. Fewer FPS drops.
chkNvLowLatency	Il processore prepara un solo fotogramma in anticipo. Il gioco risponde prima ai comandi.	The processor prepares just one frame ahead. The game reacts sooner to your input.
chkNvThreaded	I giochi OpenGL distribuiscono il lavoro del driver su più core.	OpenGL games spread the driver's work over several cores.
chkNvTexPerf	Il filtro delle texture privilegia la velocità: qualche FPS in più, differenza visiva minima.	Texture filtering favors speed: a few more FPS, minimal visual difference.
chkNvAniso	Il filtro anisotropico usa meno campioni dove non si vede la differenza.	Anisotropic filtering takes fewer samples where the difference doesn't show.
chkNvShaderCache	Il driver non cancella gli shader compilati: meno scatti quando un gioco carica aree nuove.	The driver keeps compiled shaders: fewer stutters when a game loads new areas.
chkNvNoFxaa	Spegne l'antialiasing forzato dal driver e l'overlay fotografico Ansel.	Turns off driver-forced antialiasing and the Ansel photo overlay.
chkNvDisplayPower	Il driver non abbassa la luminosità dello schermo per risparmiare energia.	The driver doesn't dim the screen to save power.
chkNvHdcp	Toglie la protezione dei contenuti: meno lavoro per la scheda, ma Netflix e simili non vanno in alta risoluzione.	Removes content protection: less work for the card, but Netflix and similar won't play in high resolution.
chkNvPreempt	La scheda finisce un lavoro prima di passare al successivo. Può ridurre la latenza, su alcuni PC causa blocchi.	The card finishes a job before switching to the next. It can reduce latency; on some PCs it causes hangs.
chkNvDynPstate	La scheda non scende mai di frequenza. Massima reattività, più calore e consumo anche a riposo.	The card never lowers its clocks. Maximum responsiveness, more heat and power even at idle.
chkNvLatency	Riduce le attese interne del driver usate per risparmiare energia. Effetto variabile: provalo e misura.	Cuts the driver's internal waits used to save power. The effect varies: try it and measure.
chkAmdAntiLag	Il processore non corre avanti rispetto alla scheda video. Comandi più immediati nei giochi.	The processor doesn't run ahead of the graphics card. Snappier controls in games.
chkAmdShaderCache	Gli shader compilati restano sempre salvati: meno scatti ai caricamenti.	Compiled shaders are always kept: fewer stutters on loading.
chkAmdTexPerf	Il filtro delle texture privilegia la velocità, con differenze minime a vista.	Texture filtering favors speed, with barely visible differences.
chkAmdTess	Il driver limita la tassellatura esagerata di alcuni giochi. FPS più alti nelle scene pesanti.	The driver caps some games' excessive tessellation. Higher FPS in heavy scenes.
chkAmdFlipQueue	Un solo fotogramma in coda verso lo schermo. Meno ritardo tra mouse e immagine.	Only one frame queued to the screen. Less delay between mouse and image.
chkAmdNoFrtc	Toglie il tetto agli FPS impostato dal driver.	Removes the FPS cap set by the driver.
chkAmdStutter	La memoria video non entra in risparmio tra un fotogramma e l'altro. Tempi dei fotogrammi più regolari.	Video memory doesn't power down between frames. Steadier frame times.
chkAmdAspm	Il collegamento PCIe della scheda resta sempre attivo. Niente micro-ritardi al risveglio.	The card's PCIe link stays always active. No micro-delays on wake-up.
chkAmdPowerGating	Le unità della scheda non vengono spente a riposo. Più reattiva, consuma e scalda di più.	The card's units aren't powered off at idle. More responsive, more power and heat.
chkAmdDma	Cambia il modo in cui la scheda copia i dati. Su alcune schede riduce gli scatti, su altre li peggiora.	Changes how the card copies data. On some cards it reduces stutter, on others it worsens it.
chkAmdPreempt	La scheda finisce un calcolo prima di passare al successivo. Da provare: su alcuni PC causa blocchi.	The card finishes a compute job before the next one. Worth testing: on some PCs it causes hangs.
