L:chkHibernation	Гибернация — отключить (освобождает место на C:)
L:chkS0Sleep	Сеть в современном режиме ожидания — отключить
L:chkS3Sleep	Классический сон S3 — включить принудительно
L:ttlTelemetry	ТЕЛЕМЕТРИЯ И ОТСЛЕЖИВАНИЕ
L:chkTelemetry	Телеметрия и DiagTrack — отключить
L:chkTelemetryTasks	Задачи телеметрии в планировщике — отключить
L:chkActivityHistory	Журнал действий — отключить
L:chkLocationTracking	Отслеживание местоположения — отключить
L:chkAdvertisingID	Рекламный идентификатор — отключить
L:chkTailoredExp	Персонализированные возможности — отключить
L:chkFeedback	Запросы отзывов — отключить
L:chkErrorReporting	Отчёты об ошибках Windows — отключить
L:chkInkingTyping	Персонализация рукописного и клавиатурного ввода — отключить
L:chkWiFiSense	Контроль Wi-Fi (Wi-Fi Sense) — отключить
L:ttlContent	ПРЕДЛОЖЕНИЯ И КОНТЕНТ
L:chkConsumerFeatures	Предлагаемые приложения и автоустановка — блокировать
L:chkStoreSearch	Подсказки поиска Microsoft Store — отключить
L:chkSuggestedContent	Рекомендуемое содержимое в Параметрах — отключить
L:chkLockScreenAds	Spotlight и реклама на экране блокировки — отключить
L:chkStartBing	Поиск Bing в меню «Пуск» — отключить
L:chkStartRecs	Рекомендации в меню «Пуск» — отключить
L:chkStartTracking	Часто используемые приложения и недавние документы — не отслеживать
L:chkFolderDiscovery	Определение типа папок в Проводнике — отключить
L:ttlMsApps	ПРИЛОЖЕНИЯ MICROSOFT
L:chkWindowsAI	Copilot, Recall и ИИ Windows — отключить
L:chkEdgeDebloat	Microsoft Edge — облегчить
L:chkOneDriveRemove	OneDrive — отключить синхронизацию
L:chkOutlookNew	Автопереход на новый Outlook — блокировать
L:ttlServices	СЛУЖБЫ И КОМПОНЕНТЫ
L:chkServicesManual	Необязательные службы — вручную
L:chkDeliveryOpt	Оптимизация доставки — отключить
L:chkBitLocker	Автошифрование BitLocker — отключить
L:chkWPBT	Бинарная таблица производителя (WPBT) — отключить
L:chkBackgroundApps	Фоновые приложения — отключить
L:chkTeredo	Туннель Teredo — отключить
L:chkRDPWarnings	Предупреждения о неподписанных RDP-файлах — отключить
L:chkRemoteAssistance	Удалённый помощник — отключить
L:chkCompanionApps	Сопутствующие приложения устройств — блокировать
L:chkDriverUpdates	Драйверы через Windows Update — блокировать
L:ttlSystemUi	СИСТЕМА И ПРОВОДНИК
L:chkDarkTheme	Тёмная тема Windows — включить
L:chkFileExt	Показывать расширения файлов
L:chkHiddenFiles	Показывать скрытые файлы
L:chkLongPaths	Длинные пути более 260 символов — включить
L:chkClassicMenu	Классическое контекстное меню (Windows 11)
L:chkExplorerThisPC	Проводник открывает «Этот компьютер»
L:chkRemove3D	Убрать «Объёмные объекты» из «Этот компьютер»
L:chkRecycleConfirm	Спрашивать подтверждение перед удалением
L:chkMenuDelay	Задержка меню — ноль
L:ttlTaskbar	ПАНЕЛЬ ЗАДАЧ И «ПУСК»
L:chkTaskbarCenter	Значки панели задач по центру
L:chkTaskbarSearch	Значок поиска — скрыть
L:chkTaskbarTaskView	Значок «Представление задач» — скрыть
L:chkTaskbarWidgets	Виджеты и новости — скрыть
L:chkTaskbarChat	Значок Чат / Teams — скрыть
L:chkTaskbarEndTask	«Завершить задачу» в меню панели — включить
L:chkBatteryPct	Процент заряда в области уведомлений
L:chkSettingsHome	Главная страница Параметров — скрыть
L:chkWindowSnapping	Прикрепление окон — включить
L:ttlInput	ВВОД И СПЕЦВОЗМОЖНОСТИ
L:chkMouseAccel	Ускорение мыши — отключить
L:chkNumLock	Num Lock при загрузке — включить
L:chkStickyKeys	Окно залипания клавиш — отключить
L:chkScrollbars	Полосы прокрутки всегда видны
L:ttlLock	ВХОД И ДИАГНОСТИКА
L:chkLockScreen	Экран блокировки — отключить
L:chkLogonBlur	Размытие при входе — отключить
L:chkBSODVerbose	Подробный синий экран
L:chkLogonVerbose	Подробные сообщения при входе
L:chkApplyNetwork	Применять сетевые настройки по кнопке «Применить»
L:lblNetHint	Без этой галочки вкладка «Сеть» только информирует, ничего не меняется.
L:btnFlushDns	Очистить кэш DNS
L:ttlTcpProfile	ПРОФИЛЬ TCP
L:radTcpOptimal	Оптимальный (игры)
L:radTcpDefault	По умолчанию Windows
L:radTcpCurrent	Текущий профиль
L:radTcpCustom	Свой
L:lblAutoTuning	Автонастройка окна TCP:
L:lblHeuristics	Эвристика масштабирования:
L:lblCongestion	Управление перегрузкой:
L:lblTtl	Время жизни (TTL):
L:lblEcn	Поддержка ECN:
L:lblTimestamps	Метки времени TCP (RFC 1323):
L:chkApplyDns	Сменить DNS-серверы на активных адаптерах
L:dnsAuto	Автоматически от роутера (DHCP)
L:ttlNetAdv	СЕТЬ: ДОПОЛНИТЕЛЬНО
L:lblThrottling	Индекс ограничения сети:
L:lblResponsiveness	Отзывчивость системы:
L:lblNagle	Алгоритм Нейгла:
L:lblHostPriority	Приоритет разрешения имён:
L:lblPortAlloc	Выделение динамических портов:
L:lblMaxConn	Макс. подключений к серверу:
L:chkNetPowerSave	Энергосбережение сетевой карты — отключить
L:chkDisableIPv6	IPv6 — отключить (только если провайдер его не использует)
L:ttlDrives	ОБНАРУЖЕННЫЕ ДИСКИ
L:lblDrivesHint	Установленные диски и свободное место на томах.
L:btnDetectStorage	Обновить
L:ttlProfile	ПРИМЕНЯЕМЫЙ ПРОФИЛЬ
L:lblProfileHint	SSD: выполняет TRIM и никогда не дефрагментирует. HDD: сохраняет Prefetch и SysMain и запускает оптимизацию.
L:radStorageHDD	Жёсткий диск (HDD)
L:chkStorageProfile	Профиль диска
L:ttlNow	НЕМЕДЛЕННЫЕ ДЕЙСТВИЯ
L:lblNowHint	Выполняются сразу, без кнопки «Применить».
L:btnTrimNow	Выполнить TRIM сейчас
L:btnOptimizeNow	Оптимизировать / дефрагментировать C:
L:btnEmptyRecycle	Очистить корзину
L:btnCleanUpdates	Удалить кэш Windows Update
L:ttlMaintenance	ОБСЛУЖИВАНИЕ ПРИ ПРИМЕНЕНИИ
L:chkDiskCleanup	Очистка диска и сжатие WinSxS (DISM)
L:chkTempCleanup	Удалить временные файлы
L:chkSmartChkdsk	Умный CHKDSK (SSD или HDD)
L:ttlSpace	МЕСТО И ПОЛИТИКИ
L:chkStorageSense	Контроль памяти — отключить
L:chkReservedStorage	Зарезервированное хранилище Windows (7 ГБ) — отключить
L:lblSelected	Выбрано:
L:chkRestorePoint	Точка восстановления
L:btnSelectAll	Выбрать всё
L:btnDeselectAll	Снять выбор
L:btnDetectActive	Найти применённые
L:btnRun	Применить изменения
L:btnUndo	Восстановить по умолчанию
L:tabAdv	Дополнительно
L:ttlAdvIntro	ПЕРЕД НАЧАЛОМ
L:lblAdvIntro	Эти параметры убирают части Windows, которыми большинство компьютеров не пользуется. Выигрыш реален на машине для игр или работы, но кое-что перестаёт работать: читайте описание каждого пункта. Перед применением создайте точку восстановления, а после — перезагрузитесь.
L:ttlSvc	ОСТАНАВЛИВАЕМЫЕ СЛУЖБЫ
L:lblSvcHint	Отсутствующие службы пропускаются. Их всегда можно включить снова через services.msc.
L:chkSvcSysMain	SysMain — предзагрузка приложений в память
L:chkSvcDiag	Диагностика и трассировка событий
L:chkSvcErrors	Отчёты об ошибках Windows
L:chkSvcPca	Помощник по совместимости программ
L:chkSvcDiscovery	Обнаружение устройств в сети (UPnP, SSDP)
L:chkSvcSensors	Датчики и геолокация
L:chkSvcSmartCard	Смарт-карты
L:chkSvcParental	Родительский контроль и программа Insider
L:chkSvcHyperV	Службы Hyper-V (если вы не используете виртуальные машины)
L:chkSvcPrint	Диспетчер печати — рискованно: печать не работает
L:chkSvcSearch	Windows Search — рискованно: нет поиска в «Пуске»
L:chkSvcRemote	Удалённый рабочий стол и удалённый реестр — рискованно, если подключаетесь извне
L:chkSvcBiometric	Биометрия — рискованно: нет Windows Hello
L:chkSvcTouch	Перо и экранная клавиатура — рискованно на сенсорных ноутбуках
L:ttlTasks	ЗАДАЧИ ПЛАНИРОВЩИКА
L:chkTaskExtra	Необязательные задачи Microsoft
L:chkTaskMaint	Ночное автоматическое обслуживание
L:chkTaskDefrag	Плановая оптимизация дисков — рискованно: на SSD она же выполняет TRIM
L:ttlMem	ПАМЯТЬ И ПРОЦЕССЫ
L:chkPrefetch	Значения Prefetch и Superfetch в реестре
L:chkFth	Fault Tolerant Heap — без автоисправлений
L:chkAppCompat	Механизм совместимости и учёт программ
L:chkSvcHostSplit	Меньше процессов svchost (группировка служб)
L:chkMemCompression	Сжатие памяти — рискованно при ОЗУ меньше 16 ГБ
L:ttlWu	ОБНОВЛЕНИЯ
L:chkWuNoReboot	Без автоматических перезагрузок во время работы
L:chkWuDefer	Отложить новые версии Windows на год
L:chkWuNoStore	Автообновление приложений из Store
L:ttlBoot	ЗАГРУЗКА СИСТЕМЫ
L:btnBootReset	Сбросить
L:lblBootHint	Изменения конфигурации загрузки. «Сбросить» возвращает значения Windows по умолчанию.
L:chkBootQuiet	Загрузка без анимированного логотипа
L:chkBootMenu	Классическое меню загрузки (доступна F8)
L:chkBootTimeout	Без ожидания в меню загрузки
L:chkBootDynTick	Динамический тик ядра — рискованно: проверьте и измерьте
L:chkBootTsc	Улучшенная синхронизация TSC — рискованно: проверьте и измерьте
L:ttlAppx	ПРЕДУСТАНОВЛЕННЫЕ ПРИЛОЖЕНИЯ
L:lblAppxHint	При необходимости их можно переустановить из Store.
L:chkAppxBloat	Необязательные приложения (новости, погода, карты, Skype...)
L:chkAppxXbox	Приложения Xbox и игровой оверлей
L:chkAppxProvision	Не восстанавливать для новых пользователей
L:ttlSec	СНИЖЕННАЯ БЕЗОПАСНОСТЬ
L:lblSecHint	Все рискованные и никогда не входят в «Выбрать всё». Они действительно ослабляют защиту: используйте их только на машине, которая не ходит в интернет и не открывает вложения.
L:chkSecSmartScreen	SmartScreen — проверка скачанных файлов
L:chkSecSpectre	Защита от Spectre и Meltdown
L:chkSecDefenderIdle	Defender: сканировать только в простое, ЦП до 20%
M:ready	Готово.
M:starting	Запуск...
M:done	Выполнено
M:nothing	Ничего не выбрано.
M:activePlan	Активная схема:
M:detecting	Определение...
M:profileDetected	Определён профиль:
M:noDisks	Не удалось определить диски через Get-PhysicalDisk.
M:free	свободно из
M:chooseProfile	Выберите SSD или HDD перед применением профиля накопителя.
M:finished	Все операции выполнены. Перезагрузите компьютер, чтобы изменения вступили в силу.
M:confirmRun	Применить выбранные изменения?
M:confirmTitle	Подтверждение
M:emptyRecycleAsk	Очистить корзину без возможности восстановления? Это действие нельзя отменить.
M:summary	Итог
M:planTop	РЕКОМЕНДУЕМЫЕ
M:planWindows	СХЕМЫ WINDOWS
M:planTest	ДЛЯ ПРОВЕРКИ
M:planTestHint	Сторонние схемы, входящие в программу. По одной за раз.
M:planApply	Включить
M:planActive	Активна
M:planRemoveAsk	Удалить из системы схемы «Для проверки»? Компьютер вернётся к схеме «Сбалансированная».
M:gpuVendor	Производитель:
M:gpuNone	Видеокарта не обнаружена.
M:shaderScanning	Подсчёт...
M:shaderNone	Кэш шейдеров не найден.
M:shaderTotal	Всего
M:shaderAsk	Очистить кэш шейдеров?\n\nПервый запуск каждой игры будет дольше, потому что шейдеры компилируются заново. Данные игр не затрагиваются.
M:featNeedId	Перед применением введите номер функции.
M:featEmpty	На этом компьютере функции не изменялись.
M:featStateOn	включена
M:featStateOff	отключена
M:bootResetAsk	Вернуть конфигурацию загрузки Windows по умолчанию?
M:bootResetDone	Конфигурация загрузки сброшена.
M:undoPrefix	По умолчанию:
M:undoAsk	Вернуть значения Windows по умолчанию для выбранных пунктов?
M:advWarnTitle	Дополнительные параметры
M:advWarn	Выбраны пункты из раздела «Дополнительно»: они убирают части Windows, и что-то может перестать работать. Продолжить?
H:chkMMCSS	Отдаёт приоритет играм и звуку, когда компьютер загружен. Меньше рывков и чище звук.
H:chkPriority	Выделяет больше процессорного времени окну, с которым вы работаете. Активная программа откликается быстрее.
H:chkKernelMem	Держит ядро Windows в памяти, а не выгружает его на диск. Система отзывчивее при большом объёме ОЗУ.
H:chkKernelDpc	Уменьшает задержки при обслуживании плат и устройств. Помогает против микрофризов и треска в звуке.
H:chkTimer	Делает системные таймеры точнее. Более ровное время отклика в играх.
H:chkPowerThrottling	Не даёт Windows замедлять фоновые программы ради экономии энергии. Стабильная производительность, чуть выше расход.
H:chkUSBSuspend	Порты USB всегда активны. Мыши, клавиатуры и звуковые карты не отваливаются и не отвечают с задержкой.
H:chkNtfsPerf	Диск перестаёт записывать каждое чтение файла и использует больше памяти под системные данные. Меньше записей, быстрее доступ.
H:chkRamTweak	Группирует службы Windows с учётом объёма ОЗУ. Меньше процессов и лучшее использование памяти.
H:chkGameMode	Включает игровой режим: Windows откладывает обновления и фоновые задачи, пока вы играете.
H:chkFSO	Запускает полноэкранные игры в настоящем эксклюзивном режиме. В некоторых играх снижает задержку ввода.
H:chkGameDVR	Отключает фоновую запись Xbox Game Bar. Освобождает ресурсы и добавляет несколько кадров.
H:chkHAGS	Позволяет видеокарте самой управлять своей памятью. Ниже задержка на современных картах.
H:chkVisualFX	Сокращает анимации и визуальные эффекты Windows. Интерфейс быстрее на слабых ПК.
H:chkApplyMPO	Применяет выбор из меню ниже для многоплоскостных оверлеев. Их отключение часто убирает мерцание и рывки на нескольких мониторах.
H:chkVBS	Отключает защиту на основе виртуализации. Больше кадров в играх, но слабее защита от вредоносных программ.
H:chkMitigations	Убирает часть защиты от эксплойтов. Прирост производительности, но система уязвимее.
H:chkTelemetry	Запрещает отправку данных об использовании в Microsoft. Больше приватности и меньше фоновой активности.
H:chkTelemetryTasks	Останавливает задачи планировщика, собирающие данные об использовании. Меньше скрытой работы.
H:chkActivityHistory	Windows перестаёт записывать, что и когда вы открываете. Больше приватности.
H:chkLocationTracking	Отключает определение местоположения. Приложения больше не знают, где вы.
H:chkAdvertisingID	Убирает идентификатор, по которому приложения показывают вам таргетированную рекламу.
H:chkTailoredExp	Microsoft перестаёт использовать ваши данные для персональных советов и рекламы.
H:chkFeedback	Больше никаких окон с просьбой оценить Windows.
H:chkErrorReporting	Ошибки программ больше не отправляются в Microsoft. Меньше активности после сбоя.
H:chkInkingTyping	Windows перестаёт учиться на том, что вы пишете и набираете. Больше приватности.
H:chkWiFiSense	Запрещает автоматический обмен сетями Wi-Fi и подключение к незнакомым точкам доступа.
H:chkConsumerFeatures	Не даёт Windows самостоятельно устанавливать рекламные приложения и игры.
H:chkStoreSearch	Убирает веб-подсказки и подсказки Store из поиска. Чище и быстрее результаты.
H:chkSuggestedContent	Никаких советов и рекламы в Параметрах и в системе.
H:chkLockScreenAds	Убирает меняющиеся картинки, советы и рекламу с экрана блокировки.
H:chkStartBing	Поиск в меню «Пуск» ищет только на компьютере, а не в интернете. Быстрее и приватнее.
H:chkStartRecs	Убирает рекомендации приложений и файлов из меню «Пуск».
H:chkStartTracking	Windows перестаёт вести список часто используемых приложений и недавних документов.
H:chkFolderDiscovery	Проводник больше не пытается угадать тип каждой папки. Большие папки открываются быстрее.
H:chkWindowsAI	Отключает Copilot, Recall и функции ИИ в Windows. Меньше расход ресурсов и больше приватности.
H:chkEdgeDebloat	Edge больше не висит в фоне и не подгружает страницы заранее. Меньше занятой памяти.
H:chkOneDriveRemove	Останавливает синхронизацию OneDrive. Полезно, если вы не пользуетесь облаком Microsoft.
H:chkOutlookNew	Запрещает автоматический переход на новый Outlook. Остаётся ваша версия.
H:chkServicesManual	Редко нужные службы запускаются только по необходимости. Загрузка легче.
H:chkDeliveryOpt	Компьютер перестаёт раздавать обновления другим компьютерам через интернет. Экономит трафик.
H:chkBitLocker	Предотвращает автоматическое шифрование диска. Диск чуть быстрее, и не нужно хранить ключ восстановления.
H:chkWPBT	Не даёт прошивке производителя без вашего ведома устанавливать программы в Windows.
H:chkBackgroundApps	Приложения из Store не работают после закрытия. Меньше расход батареи и памяти.
H:chkTeredo	Отключает старый, почти не используемый сетевой туннель. Может улучшить соединение в онлайн-играх.
H:chkRDPWarnings	Без повторных предупреждений при открытии знакомых подключений к удалённому рабочему столу.
H:chkRemoteAssistance	Не позволяет другим запрашивать управление вашим ПК. Больше безопасности.
H:chkCompanionApps	Windows больше не скачивает сопутствующие приложения при подключении устройства.
H:chkDriverUpdates	Windows Update больше не заменяет драйверы, установленные вами.
H:chkDarkTheme	Переводит Windows и приложения на тёмную тему. Глаза меньше устают.
H:chkFileExt	Показывает .exe, .pdf и другие расширения. Подозрительные файлы видны сразу.
H:chkHiddenFiles	Показывает скрытые файлы и папки в Проводнике.
H:chkLongPaths	Разрешает очень длинные пути к файлам. Меньше ошибок с глубоко вложенными проектами и архивами.
H:chkClassicMenu	Возвращает полное контекстное меню без пункта «Показать дополнительные параметры».
H:chkExplorerThisPC	Проводник открывается на «Этот компьютер», диски и папки сразу на виду.
H:chkRemove3D	Убирает папку «Объёмные объекты», которой почти никто не пользуется.
H:chkRecycleConfirm	Спрашивает подтверждение перед перемещением файла в корзину. Меньше случайных удалений.
H:chkMenuDelay	Меню открываются мгновенно, без небольшой задержки по умолчанию.
H:chkStartMorePins	В меню «Пуск» больше места для закреплённых приложений и меньше для советов.
H:chkStartHideRec	Скрывает раздел «Рекомендуем» в меню «Пуск». «Пуск» становится чище.
H:chkStartNoWeb	Убирает рекомендуемые сайты из меню «Пуск».
H:chkStartNoAccount	Без напоминаний об учётной записи Microsoft в меню «Пуск».
H:chkTaskbarCenter	Держит значки панели задач по центру, как в Windows 11.
H:chkTaskbarSearch	Убирает поле поиска с панели. Поиск остаётся доступен по клавише Windows.
H:chkTaskbarTaskView	Убирает кнопку «Представление задач» с панели.
H:chkTaskbarWidgets	Убирает виджеты и новости с панели. Меньше памяти и меньше отвлекающего.
H:chkTaskbarChat	Убирает значок Чата и Teams с панели.
H:chkTaskbarEndTask	Добавляет «Завершить задачу» в меню панели задач. Зависшую программу можно закрыть без Диспетчера задач.
H:chkBatteryPct	Показывает процент заряда рядом со значком батареи.
H:chkSettingsHome	Параметры открываются сразу на полезных разделах, без рекламной главной страницы.
H:chkWindowSnapping	Включает прикрепление окон при перетаскивании к краям экрана.
H:chkMouseAccel	Курсор всегда проходит одно и то же расстояние. Точнее и стабильнее прицеливание в играх.
H:chkNumLock	Цифровая клавиатура включена сразу после запуска ПК.
H:chkStickyKeys	Нет окна залипания клавиш при многократном нажатии Shift, в том числе в играх.
H:chkScrollbars	Полосы прокрутки видны всегда, а не только при наведении.
H:chkLockScreen	Пропускает экран блокировки и сразу ведёт ко входу в систему.
H:chkLogonBlur	Убирает размытие фона при входе. Картинка чётче, вход чуть быстрее.
H:chkBSODVerbose	Синий экран показывает подробности ошибки. Проще понять причину сбоя.
H:chkLogonVerbose	При загрузке и выключении видно, чем занята Windows. Помогает найти, что её тормозит.
H:chkApplyNetwork	Применяет настройки со страницы «Сеть». Без этой галочки страница только информирует.
H:chkApplyDns	Использует DNS-серверы, выбранные в меню. Страницы открываются быстрее, а с некоторыми сервисами рекламы меньше.
H:chkNetPowerSave	Сетевая карта больше не уходит в энергосбережение. Соединение стабильнее, пинг ровнее.
H:chkDisableIPv6	Отключает IPv6. Полезно, только если провайдер его не использует и есть проблемы с подключением.
H:chkStorageProfile	Применяет оптимизации для выбранного типа накопителя: SSD или жёсткий диск.
H:chkDiskCleanup	Удаляет ненужные системные файлы и старые версии обновлений. Освобождает место, иногда несколько ГБ.
H:chkTempCleanup	Очищает папки временных файлов. Больше свободного места.
H:chkSmartChkdsk	Проверяет диск при следующей перезагрузке способом, подходящим для SSD или HDD. Исправляет ошибки файловой системы.
H:chkStorageSense	Windows больше не удаляет файлы сама, чтобы освободить место. Вы решаете, что удалять.
H:chkReservedStorage	Освобождает место, которое Windows резервирует под обновления, около 7 ГБ.
H:chkFastStartup	Каждое выключение становится полным. Решает проблемы с драйверами и двумя системами.
H:chkHibernation	Отключает гибернацию и освобождает на C: место, сопоставимое с большей частью ОЗУ.
H:chkS0Sleep	Во сне компьютер не остаётся подключённым к интернету. Меньше расход, и он не просыпается сам.
H:chkS3Sleep	Использует классический сон вместо современного. Ноутбук не греется в рюкзаке.
H:chkGpuTdr	Даёт видеокарте больше времени, прежде чем Windows её перезапустит. Меньше чёрных экранов под нагрузкой.
H:chkGpuMsi	Меняет способ, которым видеокарта сигнализирует процессору. Может снизить задержки.
H:chkNvTelemetry	Останавливает отправку данных об использовании в NVIDIA. Меньше фоновых процессов.
H:chkNvGfe	GeForce Experience больше не запускается сам. Загрузка легче.
H:chkNvPerfMode	Держит карту NVIDIA на полной частоте. Стабильная производительность, выше расход.
H:chkNvUpdates	Драйвер NVIDIA больше не проверяет обновления сам.
H:chkAmdUx	Останавливает отправку данных об использовании в AMD.
H:chkAmdBloat	Не даёт вспомогательным программам AMD запускаться вместе с Windows. Загрузка легче.
H:chkIntelBloat	Вспомогательные службы графики Intel запускаются только по необходимости.
H:chkSvcSysMain	Windows перестаёт заранее загружать в память часто используемые приложения. Полезно на быстрых SSD, где это не нужно.
H:chkSvcDiag	Останавливает службы, которые в фоне анализируют проблемы и производительность.
H:chkSvcErrors	Останавливает службу, собирающую и отправляющую отчёты об ошибках.
H:chkSvcPca	Останавливает службу, проверяющую совместимость старых программ.
H:chkSvcDiscovery	Компьютер перестаёт искать устройства в локальной сети. Меньше трафика, но сетевые принтеры и ТВ могут не появиться.
H:chkSvcSensors	Останавливает службы датчиков и местоположения. Полезно на настольных ПК, где их нет.
H:chkSvcSmartCard	Останавливает службы смарт-карт. Не нужны, если вы не пользуетесь считывателями карт.
H:chkSvcParental	Останавливает родительский контроль и программу Insider. На личном ПК не нужны.
H:chkSvcHyperV	Останавливает службы виртуальных машин. Оставьте их, если пользуетесь Hyper-V, WSL или эмулятором Android.
H:chkSvcPrint	Останавливает службу печати. Только если вы никогда не печатаете с этого ПК.
H:chkSvcSearch	Останавливает индексирование файлов. Диск меньше занят, но поиск становится медленным.
H:chkSvcRemote	Останавливает удалённый рабочий стол и удалённый доступ к реестру. Безопаснее, если вы не подключаетесь извне.
H:chkSvcBiometric	Останавливает вход по отпечатку и лицу. Не используйте, если входите через Windows Hello.
H:chkSvcTouch	Останавливает перо и экранную клавиатуру. Не используйте на планшетах и сенсорных ноутбуках.
H:chkTaskExtra	Отключает около двадцати ненужных автоматических задач Microsoft. Меньше скрытой работы.
H:chkTaskMaint	Windows больше не запускает автоматическое обслуживание ночью. ПК не просыпается и не тормозит внезапно.
H:chkTaskDefrag	Останавливает автоматическую оптимизацию дисков. На SSD её придётся запускать вручную со страницы «Накопители».
H:chkPrefetch	Windows перестаёт заранее готовить файлы программ. Меньше записей на SSD.
H:chkFth	Windows перестаёт автоматически «лечить» падающие программы. Поведение предсказуемее.
H:chkAppCompat	Отключает проверки совместимости программ. Программы запускаются чуть быстрее.
H:chkSvcHostSplit	Объединяет службы Windows в меньшее число процессов. Меньше расход памяти и понятнее Диспетчер задач.
H:chkMemCompression	Windows перестаёт сжимать память. Меньше работы процессору, но нужно много ОЗУ.
H:chkWuNoReboot	Обновления больше не перезагружают ПК, пока вы им пользуетесь.
H:chkWuDefer	Новые версии Windows приходят через год, уже стабильными. Обновления безопасности продолжают приходить.
H:chkWuNoStore	Приложения из Store больше не обновляются сами в фоне.
H:chkBootQuiet	Загрузка без анимированного логотипа. Экран чище, загрузка чуть быстрее.
H:chkBootMenu	Возвращает классическое меню загрузки, из которого можно войти в безопасный режим по F8.
H:chkBootTimeout	Если установлено несколько систем, ПК загружается сразу, без ожидания в меню выбора.
